invoice_id,Customer_Name,industry,country,company_size,customer_type,contract_type,amount,days_to_due,days_late,past_due_ratio,profit_margin_trend,cash_flow_status,recent_loan_applications,credit_hold_history,industry_payment_benchmark,economic_health_index,late_payment
9542,RetailVerse,Manufacturing,DE,Medium,New,Recurring,8247.49,60,41,0.14,Declining,Negative,2,TRUE,0.43,0.58,1
9543,FlowNet Systems,Manufacturing,US,Medium,Returning,One-time,4365.05,45,45,0.78,Improving,Positive,5,TRUE,0.35,0.88,1
9544,EduPro Learning,Finance,IN,Medium,Returning,Project-based,1011.91,30,40,0.15,Stable,Negative,0,FALSE,0.62,-1,1
9545,AutoZone Motors,Retail,IN,Medium,Returning,One-time,443.55,60,24,0.96,Improving,Positive,3,FALSE,0.64,-0.24,0
9546,IronGate Construction,Finance,IE,Medium,Returning,Recurring,672.34,30,16,0.06,Improving,Positive,5,TRUE,0.86,-0.96,0
9547,Insight Analytics,Education,US,Medium,Returning,One-time,5366.79,15,42,0.86,Stable,Negative,5,TRUE,0.8,0.72,1
9548,VentureX Holdings,IT Services,IN,Small,Returning,One-time,2096.66,60,2,0.15,Stable,Positive,2,FALSE,0.62,-0.15,0
9549,MediCore Systems,Education,IN,Medium,New,Project-based,4178.7,60,74,0.44,Declining,Negative,3,TRUE,0.43,-0.58,1
9550,AutoZone Motors,Education,PK,Medium,Returning,One-time,7536.34,15,62,0.74,Improving,Negative,1,TRUE,0.64,0.4,1
9551,AlphaWare Systems,Healthcare,IE,Small,Returning,Project-based,3682.51,30,44,0.6,Declining,Positive,5,TRUE,0.58,-0.95,1
9552,EcoPlus Packaging,Manufacturing,UK,Medium,New,Recurring,1512.16,15,46,0.06,Improving,Negative,5,TRUE,0.85,-0.34,1
9553,BrightEdge AI,Healthcare,FR,Large,New,Recurring,2742.06,15,38,0.64,Improving,Positive,2,TRUE,0.34,-0.26,1
9554,UrbanStyle Retail,Manufacturing,DE,Small,New,One-time,9437.07,45,37,0.31,Stable,Negative,1,TRUE,0.53,-0.05,1
9555,AgriFlow,Education,FR,Large,Returning,Project-based,644.69,60,41,0.41,Stable,Positive,1,TRUE,0.78,0.6,1
9556,StreamTech,Healthcare,US,Large,New,Recurring,3676.04,60,54,0.96,Declining,Positive,2,FALSE,0.76,-0.28,1
9557,AgriSolutions,Finance,FR,Medium,New,Project-based,4172.3,15,21,0.65,Stable,Positive,3,FALSE,0.78,-0.53,0
9558,OmniCare Health,Finance,IN,Small,New,Recurring,1558.41,15,50,0.29,Stable,Negative,3,TRUE,0.8,0.58,1
9559,AutoFix Mechanics,Healthcare,IE,Small,New,Recurring,8813.85,15,19,0.81,Improving,Positive,1,FALSE,0.65,-0.9,0
9560,IronGate Construction,Finance,FR,Small,New,One-time,3706.87,45,21,0.4,Declining,Positive,3,TRUE,0.52,0.78,0
9561,SoftCore IT,Manufacturing,PK,Small,New,Project-based,7336.56,45,39,0.83,Stable,Negative,1,TRUE,0.87,0.49,1
9562,TechNova Ltd,IT Services,FR,Small,New,Project-based,263.73,60,21,0.68,Declining,Positive,0,FALSE,0.66,0.07,0
9563,BioPure Chemicals,Construction,PK,Small,New,Project-based,602.42,30,28,0.21,Stable,Positive,3,FALSE,0.63,-0.16,0
9564,FlowNet Systems,IT Services,UK,Large,New,One-time,8041.46,45,9,0.17,Declining,Positive,1,TRUE,0.82,0.24,0
9565,AutoFix Mechanics,Retail,FR,Medium,New,One-time,2458.61,30,61,0.79,Stable,Negative,1,TRUE,0.3,-0.37,1
9566,QuickNet Communications,Retail,FR,Large,New,Project-based,2313.06,45,60,0.95,Improving,Negative,4,FALSE,0.86,0.22,1
9567,Zenith Logistics,Manufacturing,IE,Medium,New,Project-based,8328.89,15,25,0.69,Declining,Negative,5,FALSE,0.6,0.46,0
9568,CloudLink,Healthcare,US,Medium,Returning,Recurring,463.91,30,27,0.59,Improving,Positive,4,FALSE,0.71,0.77,0
9569,BioLab Research,Healthcare,IE,Large,New,One-time,7225.27,15,10,0.23,Declining,Positive,4,TRUE,0.48,-0.28,0
9570,CloudNova,Manufacturing,UK,Large,New,Project-based,2625.47,60,12,0.56,Stable,Positive,1,FALSE,0.31,0.12,0
9571,BrightLine Transport,Healthcare,UK,Medium,New,One-time,2574.91,60,43,0.96,Improving,Positive,2,TRUE,0.84,0.14,1
9572,BrightLine Transport,IT Services,FR,Small,Returning,Project-based,6006.02,30,25,0.47,Improving,Negative,4,FALSE,0.86,0.58,0
9573,AgriFlow,Retail,IE,Large,Returning,Recurring,9954.56,15,18,0.41,Improving,Positive,4,FALSE,0.64,-0.85,0
9574,AeroLink Technologies,Retail,PK,Medium,Returning,Recurring,767.83,15,26,0.28,Declining,Positive,5,FALSE,0.31,-0.08,0
9575,InnoHealth Labs,Manufacturing,FR,Medium,New,Recurring,114.02,45,56,0.91,Declining,Positive,3,FALSE,0.39,0.5,1
9576,SmartBank,Finance,IE,Small,Returning,Project-based,2532.03,45,47,0.2,Improving,Negative,3,FALSE,0.39,-0.27,1
9577,StreamTech,IT Services,IE,Medium,New,Project-based,3916.48,30,21,0.61,Improving,Positive,5,FALSE,0.84,0.32,0
9578,FreshMart Foods,IT Services,IN,Medium,Returning,Recurring,7147.4,45,70,0.72,Declining,Negative,1,FALSE,0.49,-0.89,1
9579,EduSmart Solutions,Education,UK,Small,Returning,One-time,5799.89,30,38,0.35,Stable,Negative,4,FALSE,0.88,-0.77,1
9580,NovaFoods,Construction,US,Small,Returning,One-time,6347.01,15,36,0.65,Improving,Positive,3,FALSE,0.64,-0.13,1
9581,PeakWorks Engineering,Retail,FR,Large,New,Recurring,2627.72,45,55,0.41,Declining,Negative,5,TRUE,0.86,-0.08,1
9582,BrightEdge AI,Finance,IN,Medium,Returning,One-time,680.49,30,59,0.38,Improving,Negative,3,TRUE,0.6,0.93,1
9583,NovaFoods,Construction,PK,Large,Returning,One-time,9225.67,45,22,0.52,Improving,Positive,4,TRUE,0.62,0.16,0
9584,MegaMart Group,IT Services,IE,Large,New,Recurring,5816.76,30,49,0.63,Declining,Negative,3,FALSE,0.44,-0.25,1
9585,MediAid Clinics,Retail,PK,Small,New,Recurring,9106.6,45,43,0.22,Stable,Negative,0,FALSE,0.86,-0.18,1
9586,NextGen IT,Manufacturing,IE,Small,Returning,Project-based,2522.3,30,25,0.21,Stable,Negative,0,FALSE,0.56,-0.57,0
9587,Cloudify Solutions,Education,UK,Large,Returning,One-time,2609.38,45,42,0.57,Improving,Positive,3,FALSE,0.68,0.35,1
9588,SmartEdu Academy,Manufacturing,IE,Medium,Returning,Recurring,4409.58,60,22,0.35,Stable,Negative,2,TRUE,0.53,0.2,0
9589,QuickPay Fintech,Manufacturing,IE,Medium,New,One-time,7797.6,45,26,0.84,Improving,Positive,2,FALSE,0.48,-0.83,0
9590,FlowNet Systems,Construction,FR,Medium,New,Project-based,9338.88,45,37,0.94,Stable,Positive,1,FALSE,0.63,0.66,1
9591,OmniCare Health,Retail,UK,Small,Returning,Recurring,3393.05,30,38,0.22,Improving,Positive,1,TRUE,0.4,0.63,1
9592,Meditech Labs,Construction,PK,Large,Returning,One-time,3709.86,15,46,0.33,Stable,Negative,2,FALSE,0.65,0.18,1
9593,OmniCare Health,Retail,US,Medium,New,Recurring,3155.13,45,53,0.55,Declining,Positive,4,FALSE,0.42,0.04,1
9594,FlowNet Systems,Finance,DE,Large,New,Project-based,2190.84,60,68,0.84,Declining,Negative,1,TRUE,0.46,0.72,1
9595,DataMatrix IT,Education,DE,Large,Returning,Project-based,3909.82,15,60,0.73,Declining,Positive,5,TRUE,0.36,0.14,1
9596,BrightPay,Healthcare,DE,Medium,Returning,One-time,3720.04,15,36,0.33,Improving,Negative,1,TRUE,0.81,0.69,1
9597,DataBridge Analytics,Education,IE,Small,Returning,Project-based,9465.56,30,64,0.13,Declining,Negative,1,FALSE,0.84,-0.19,1
9598,ClearTech Digital,Education,DE,Small,New,Recurring,3116.11,60,20,0.71,Improving,Positive,5,TRUE,0.87,0.8,0
9599,AutoWorld Services,IT Services,IE,Medium,Returning,Project-based,3325.53,15,40,0.93,Stable,Positive,0,TRUE,0.44,0.03,1
9600,BrightEdge AI,Construction,DE,Medium,Returning,Project-based,8734.77,30,26,0.63,Improving,Positive,0,TRUE,0.69,0.48,0
9601,BrightWave Finance,IT Services,US,Medium,New,Project-based,4830.69,45,45,0.69,Stable,Negative,1,FALSE,0.53,0.9,1
9602,AgroFresh Farms,Construction,PK,Small,Returning,Recurring,3090.73,45,18,0.76,Improving,Positive,5,TRUE,0.63,0.4,0
9603,NovaEdge Digital,Education,FR,Large,Returning,One-time,6940.69,30,21,0.22,Declining,Positive,3,TRUE,0.3,0.2,0
9604,TechNova Ltd,IT Services,IE,Small,New,One-time,7165.81,30,50,0.73,Declining,Negative,2,FALSE,0.74,0.06,1
9605,AutoMotion,Finance,IN,Small,Returning,Recurring,6898.36,60,30,0.78,Improving,Positive,2,FALSE,0.59,0.79,0
9606,OmniTrade Co,Construction,DE,Large,Returning,Project-based,4976.99,15,10,0.1,Improving,Positive,0,FALSE,0.56,-0.93,0
9607,CloudLink,Construction,US,Medium,New,Project-based,3510.91,45,22,0.59,Stable,Positive,4,FALSE,0.59,0.26,0
9608,SmartMove Rentals,Healthcare,US,Small,Returning,One-time,7679.34,30,4,0.23,Stable,Positive,4,TRUE,0.44,-0.88,0
9609,SkyVision Telecom,Manufacturing,US,Small,New,One-time,5731.69,60,8,0.31,Improving,Positive,2,TRUE,0.57,0.17,0
9610,MediAid Clinics,Education,UK,Large,Returning,Recurring,4960.61,15,36,0.45,Stable,Negative,3,FALSE,0.42,0.31,1
9611,DataMatrix IT,Manufacturing,US,Small,New,Recurring,5384.8,30,38,0.13,Declining,Positive,5,FALSE,0.61,-0.49,1
9612,BlueSky Airlines,Construction,IE,Small,Returning,One-time,6130.58,45,27,0.43,Improving,Positive,2,FALSE,0.58,-0.44,0
9613,DataMatrix IT,Education,IN,Small,Returning,Recurring,1353.41,45,37,0.42,Improving,Positive,0,TRUE,0.66,-0.18,1
9614,AeroSpace Industries,Education,UK,Medium,Returning,One-time,9056.62,15,3,0.55,Stable,Positive,1,FALSE,0.74,-0.85,0
9615,BrightWave Finance,Education,UK,Small,New,Recurring,3040.97,15,49,1,Improving,Positive,1,TRUE,0.32,0.93,1
9616,AlphaEdge Investments,IT Services,US,Small,Returning,Project-based,9822.04,60,31,0.37,Declining,Positive,3,FALSE,0.85,-0.89,1
9617,InnoHealth Labs,Education,FR,Medium,Returning,One-time,3692.29,30,27,0.83,Improving,Positive,4,FALSE,0.75,-0.6,0
9618,ShopWise Market,Construction,IN,Large,Returning,Project-based,473.76,30,17,0.12,Declining,Positive,0,TRUE,0.66,-0.16,0
9619,TradeLink Exports,Finance,UK,Large,Returning,Recurring,911.22,60,28,0.45,Declining,Positive,2,FALSE,0.88,-0.62,0
9620,Zenith Logistics,Manufacturing,PK,Small,New,Project-based,6204.52,30,38,0.27,Improving,Negative,0,TRUE,0.64,0.1,1
9621,EcoEnergy Solutions,Construction,IN,Large,Returning,Recurring,5767.43,60,11,0.58,Stable,Positive,3,TRUE,0.52,0.01,0
9622,EasyLife Services,Construction,DE,Small,New,One-time,4468.45,30,42,0.52,Declining,Positive,2,FALSE,0.8,-0.09,1
9623,Globo Retail,Finance,DE,Large,New,Recurring,4745.27,60,16,0.13,Improving,Positive,1,FALSE,0.46,-0.31,0
9624,QuickServe Delivery,Construction,US,Large,Returning,Recurring,5832.24,60,8,0.62,Declining,Positive,3,FALSE,0.5,0.41,0
9625,SkyLogistics,Healthcare,DE,Medium,Returning,Recurring,8204.28,60,64,0.87,Improving,Negative,0,TRUE,0.79,-0.18,1
9626,UrbanGrid Builders,Construction,IN,Small,New,Recurring,7653.82,60,51,0.58,Improving,Positive,0,FALSE,0.9,0.83,1
9627,AgriFlow,Healthcare,US,Medium,Returning,Project-based,5077.72,15,76,0.85,Declining,Negative,4,TRUE,0.35,-0.44,1
9628,MediServe Diagnostics,IT Services,IN,Medium,Returning,One-time,3330.44,30,44,0.03,Improving,Negative,2,FALSE,0.52,-0.3,1
9629,DataBridge Analytics,IT Services,US,Medium,Returning,One-time,1813.81,15,3,0.45,Stable,Positive,1,FALSE,0.67,0.39,0
9630,EcoFuel Energy,IT Services,UK,Small,Returning,Project-based,6620.36,45,40,0.62,Stable,Positive,4,FALSE,0.35,-1,1
9631,SkyHigh Builders,Healthcare,IE,Large,New,One-time,1680.72,30,29,0.93,Stable,Positive,1,FALSE,0.36,0.76,0
9632,IronGate Construction,Retail,US,Small,New,One-time,8854.35,45,28,0.01,Stable,Positive,2,TRUE,0.32,0.5,0
9633,MegaMart Group,Retail,UK,Medium,New,One-time,7267.72,45,44,0.68,Stable,Positive,3,TRUE,0.47,0.79,1
9634,RetailVerse,Retail,UK,Large,Returning,Project-based,1784.38,30,47,0.81,Stable,Positive,0,TRUE,0.67,0.07,1
9635,PixelWorks Media,Manufacturing,IN,Medium,New,Project-based,3167.47,60,22,0.34,Stable,Positive,0,FALSE,0.55,-0.95,0
9636,CityHealth Hospitals,Education,IE,Large,Returning,Project-based,5133.26,30,56,0.81,Stable,Negative,1,TRUE,0.9,-0.13,1
9637,EduPro Learning,Healthcare,UK,Large,New,Recurring,7920.78,15,51,0.41,Declining,Negative,4,TRUE,0.35,0.3,1
9638,BrightLine Transport,Manufacturing,UK,Large,New,Recurring,9564.39,15,44,0.62,Declining,Negative,2,FALSE,0.72,0.82,1
9639,SkyLogistics,Finance,IE,Large,Returning,Project-based,5239.01,45,26,0.41,Improving,Positive,4,FALSE,0.77,0.57,0
9640,BrightEdge AI,Education,UK,Small,Returning,Recurring,9025.01,45,29,0,Stable,Negative,1,TRUE,0.48,0.61,0
9641,QuickServe Delivery,IT Services,IE,Medium,Returning,Recurring,979.48,15,21,0.47,Stable,Positive,0,FALSE,0.51,-0.93,0
9642,NovaCom IT,Healthcare,UK,Medium,Returning,Project-based,7232.81,15,31,0.51,Stable,Positive,0,FALSE,0.55,0.9,1
9643,AgriSolutions,Finance,IE,Small,New,Project-based,2991.64,45,61,0.85,Declining,Negative,3,TRUE,0.89,-0.34,1
9644,SmartBank,Retail,FR,Small,Returning,One-time,2355.45,60,44,0.64,Improving,Positive,5,TRUE,0.55,-0.6,1
9645,BioLab Research,Construction,DE,Large,Returning,One-time,5511.92,45,48,0.95,Stable,Positive,4,TRUE,0.35,-0.02,1
9646,StreamTech,IT Services,UK,Small,Returning,Project-based,9753.98,45,35,0.09,Declining,Positive,5,TRUE,0.46,-0.89,1
9647,TechLine Systems,Healthcare,US,Large,Returning,Recurring,1725.43,45,45,0.14,Improving,Positive,2,TRUE,0.58,0.94,1
9648,AlphaEdge Investments,Education,IE,Medium,Returning,Project-based,6984.83,30,66,0.83,Declining,Negative,3,FALSE,0.39,0.75,1
9649,TechNova Ltd,Finance,UK,Medium,New,Recurring,3546.83,60,23,0.94,Improving,Positive,0,FALSE,0.83,-0.63,0
9650,TechConnect,Retail,IN,Medium,Returning,Recurring,8700.85,60,0,0.27,Improving,Positive,3,FALSE,0.33,-0.33,0
9651,DataBridge Analytics,IT Services,FR,Medium,New,One-time,6308.92,45,36,0.42,Stable,Positive,4,TRUE,0.71,0.11,1
9652,BrightStar Retail,Retail,IE,Medium,New,One-time,4085.9,45,17,0.12,Improving,Negative,5,FALSE,0.9,0.44,0
9653,NanoCom Systems,IT Services,IN,Large,Returning,One-time,1724.76,60,28,0.85,Declining,Positive,2,FALSE,0.74,-0.68,0
9654,CloudLink,Construction,FR,Small,Returning,Recurring,2634.51,30,26,0.57,Stable,Positive,4,FALSE,0.39,0.04,0
9655,AutoWorld Services,IT Services,FR,Medium,Returning,Recurring,7287.7,60,26,0.54,Declining,Positive,4,TRUE,0.49,-0.36,0
9656,RetailVerse,IT Services,IE,Small,New,Project-based,7970.28,45,28,0.84,Improving,Positive,0,FALSE,0.82,-0.75,0
9657,FinEdge Corp,Finance,US,Medium,New,Project-based,1377.23,30,56,0.32,Stable,Negative,4,FALSE,0.3,0.66,1
9658,UrbanStyle Retail,Finance,PK,Medium,Returning,Recurring,2771.32,15,44,0.39,Improving,Negative,2,TRUE,0.83,-0.9,1
9659,UrbanEstate Developers,Manufacturing,DE,Medium,New,Project-based,2701.86,60,34,0.97,Stable,Positive,1,TRUE,0.8,0.09,1
9660,AutoWorld Services,Construction,DE,Medium,Returning,Recurring,1645.25,60,66,0.86,Declining,Positive,3,FALSE,0.84,-0.85,1
9661,PeakFinance,IT Services,US,Small,Returning,Recurring,6038.82,60,55,0.87,Improving,Negative,1,FALSE,0.84,0.1,1
9662,ShopWise Market,Healthcare,IE,Large,Returning,Recurring,1054.53,45,23,0.03,Declining,Positive,1,TRUE,0.69,0.71,0
9663,EcoWare Packaging,IT Services,DE,Small,Returning,Recurring,8977.88,60,72,0.37,Stable,Negative,0,TRUE,0.79,0.57,1
9664,PrimeTech AI,IT Services,PK,Medium,Returning,Recurring,1192.63,60,32,0.64,Declining,Positive,5,TRUE,0.76,-1,1
9665,CityNet Communications,Retail,IE,Large,Returning,Project-based,2034.32,60,44,0.43,Stable,Positive,4,TRUE,0.63,0.73,1
9666,SmartEdu Academy,Education,US,Large,Returning,One-time,1236.19,30,23,0.1,Declining,Positive,1,TRUE,0.32,-0.54,0
9667,QuickNet Communications,Finance,US,Medium,New,Recurring,9384.81,15,33,0.67,Stable,Positive,1,FALSE,0.42,0.46,1
9668,CityNet Communications,Healthcare,UK,Large,New,One-time,5955.89,15,42,0.79,Declining,Positive,1,FALSE,0.63,0.36,1
9669,DataCore Technologies,Manufacturing,IN,Large,New,One-time,7755.2,30,29,0.56,Improving,Negative,2,FALSE,0.87,0.81,0
9670,CityHealth Hospitals,Healthcare,FR,Small,Returning,Project-based,8227.71,15,30,0.7,Improving,Positive,0,FALSE,0.7,0.17,0
9671,DataMatrix IT,Retail,IE,Medium,New,Project-based,3942.36,60,28,0.77,Improving,Negative,5,TRUE,0.75,-0.64,0
9672,MediAid Clinics,IT Services,DE,Large,Returning,Project-based,349.11,30,43,0.41,Stable,Negative,4,FALSE,0.57,-0.76,1
9673,AutoParts Depot,Construction,PK,Large,Returning,Project-based,745.65,45,11,0.29,Stable,Positive,3,FALSE,0.75,-0.31,0
9674,BuildWell Inc,IT Services,IN,Large,New,One-time,7594.83,30,53,0.61,Stable,Negative,3,FALSE,0.71,0.71,1
9675,TradeLink Exports,Healthcare,UK,Large,Returning,Recurring,6741.79,30,58,0.21,Stable,Negative,1,TRUE,0.67,-0.44,1
9676,IronClad Metals,Finance,FR,Small,Returning,Recurring,4836.31,15,41,0.32,Declining,Negative,4,FALSE,0.32,0.41,1
9677,HealthPlus Pharma,Manufacturing,DE,Large,New,One-time,5273.12,15,37,0.83,Stable,Positive,5,FALSE,0.66,-0.64,1
9678,BlueStone Retail,Education,UK,Large,New,Recurring,6155.23,15,29,0.8,Stable,Positive,4,FALSE,0.68,-0.39,0
9679,SoftCore IT,Education,US,Large,Returning,Recurring,3397.66,30,15,0.37,Declining,Positive,2,FALSE,0.62,-0.37,0
9680,SteelForge Manufacturing,Manufacturing,IN,Large,New,Recurring,4016.81,60,59,0.95,Improving,Negative,2,TRUE,0.87,-0.27,1
9681,NanoCom Systems,Healthcare,DE,Medium,New,Recurring,9687.21,30,47,0.8,Improving,Positive,5,FALSE,0.67,0.98,1
9682,BlueStone Retail,Retail,DE,Large,New,One-time,9089.82,45,22,0.48,Stable,Positive,5,FALSE,0.53,-0.1,0
9683,FlowNet Systems,Construction,IE,Medium,Returning,Recurring,2888.77,45,48,0.86,Declining,Positive,0,TRUE,0.6,0.55,1
9684,AgriGrow Foods,Manufacturing,UK,Large,Returning,One-time,1719.82,60,24,0.48,Stable,Positive,4,TRUE,0.6,0.93,0
9685,PowerGrid Utilities,Finance,DE,Medium,New,Recurring,6844.92,60,48,0.92,Improving,Positive,4,TRUE,0.39,0.05,1
9686,EduPro Learning,Manufacturing,IE,Small,New,Recurring,9676.55,15,55,0.52,Declining,Positive,0,TRUE,0.6,-0.51,1
9687,AlphaEdge Investments,Healthcare,FR,Large,Returning,Recurring,3578.28,15,59,0.69,Improving,Negative,0,TRUE,0.54,0.05,1
9688,GlobalData Systems,Healthcare,PK,Small,New,One-time,307.68,30,36,0.18,Declining,Positive,0,FALSE,0.3,-0.56,1
9689,BioEdge Pharma,IT Services,DE,Large,Returning,Project-based,6499.01,15,56,0.64,Declining,Negative,4,TRUE,0.49,0,1
9690,PeakWorks Engineering,Education,IN,Large,Returning,One-time,2192.83,15,7,0.3,Stable,Positive,1,FALSE,0.68,0.69,0
9691,NextLevel Consulting,Construction,IN,Small,Returning,Project-based,6667.32,30,48,0.75,Stable,Negative,3,TRUE,0.38,0.3,1
9692,ClearTech Digital,Education,DE,Large,Returning,Project-based,9425.45,45,33,0.09,Declining,Negative,1,TRUE,0.44,0.86,1
9693,PureBuild Construction,Finance,DE,Medium,New,Project-based,5814.21,45,39,0.52,Stable,Negative,5,TRUE,0.53,-0.96,1
9694,EuroTrade Exporters,Finance,IE,Medium,Returning,One-time,2854.08,45,49,0.93,Improving,Negative,1,TRUE,0.54,0.01,1
9695,GreenWay Manufacturing,Retail,IE,Small,New,One-time,9387.26,45,42,0.64,Stable,Positive,4,TRUE,0.59,-0.78,1
9696,Meditech Labs,Healthcare,IE,Large,New,One-time,755.91,45,43,0.19,Stable,Negative,1,TRUE,0.47,-0.02,1
9697,InnoHealth Labs,Construction,US,Large,Returning,One-time,8042.7,60,38,0.05,Stable,Positive,2,TRUE,0.36,0.05,1
9698,FlowNet Systems,Manufacturing,UK,Small,Returning,Recurring,4672.15,60,62,0.34,Improving,Negative,0,FALSE,0.44,-0.67,1
9699,FinEdge Corp,Construction,UK,Medium,New,One-time,868.41,15,27,0.4,Stable,Positive,5,FALSE,0.33,-0.5,0
9700,EduPro Learning,Healthcare,IN,Medium,New,Recurring,6997.66,30,35,0.54,Stable,Positive,2,TRUE,0.58,0.82,1
9701,AutoWorld Services,Manufacturing,PK,Large,New,Recurring,617.65,60,35,0.71,Declining,Positive,2,TRUE,0.76,0.9,1
9702,Meditech Labs,Retail,UK,Large,New,Recurring,2103.84,60,44,0.64,Declining,Negative,3,TRUE,0.35,-0.93,1
9703,SkyVision Telecom,Manufacturing,FR,Small,New,Project-based,9055.19,30,38,0.51,Declining,Positive,5,TRUE,0.33,-0.8,1
9704,MediAid Clinics,Retail,FR,Medium,New,Recurring,1052.31,45,43,0.8,Declining,Positive,2,TRUE,0.68,-0.5,1
9705,SmartBuy Retailers,Healthcare,US,Medium,New,Recurring,6372.78,15,20,0.02,Improving,Negative,2,FALSE,0.4,-0.47,0
9706,ClearTech Digital,Construction,US,Large,New,Recurring,268.18,45,19,0.24,Declining,Positive,4,FALSE,0.68,0.04,0
9707,CreditEase Bank,Finance,IN,Large,New,Project-based,3371.54,60,56,0.7,Declining,Negative,5,FALSE,0.4,0.49,1
9708,ShopWise Market,Construction,PK,Large,Returning,Project-based,6385.59,30,35,0.62,Stable,Positive,4,FALSE,0.39,0.7,1
9709,PeakFinance,Education,UK,Medium,New,One-time,8504.25,60,49,0.85,Stable,Negative,4,FALSE,0.52,-0.68,1
9710,GreenWorks Ltd,IT Services,PK,Small,Returning,Recurring,786.31,45,37,0.97,Improving,Positive,4,TRUE,0.42,0.91,1
9711,BluePeak Insurance,Education,DE,Small,Returning,One-time,8239.48,45,18,0.17,Improving,Positive,1,TRUE,0.34,0.62,0
9712,ShopWise Market,Retail,DE,Large,New,Project-based,4168.16,60,34,0.56,Stable,Positive,4,TRUE,0.55,-0.61,1
9713,InnoHealth Labs,IT Services,PK,Medium,New,Recurring,8826.67,60,64,0.63,Declining,Negative,2,FALSE,0.51,-0.9,1
9714,CloudWorks Ltd,Retail,FR,Small,Returning,One-time,4891.28,45,66,0.37,Stable,Positive,4,TRUE,0.72,0.42,1
9715,TransWorld Freight,Manufacturing,PK,Small,New,One-time,7954.42,45,67,0.48,Declining,Negative,2,TRUE,0.87,0.35,1
9716,UrbanStyle Retail,IT Services,FR,Small,New,Project-based,4665.84,45,49,0.03,Stable,Negative,4,TRUE,0.7,-0.7,1
9717,UrbanEstate Developers,Retail,US,Medium,Returning,One-time,1878.01,15,24,0.07,Stable,Negative,3,FALSE,0.38,0.42,0
9718,HealthHub Clinics,Education,DE,Small,Returning,Recurring,5901.7,15,45,0.75,Stable,Negative,2,FALSE,0.57,0.05,1
9719,EduSmart Solutions,Manufacturing,IE,Large,New,One-time,922.58,60,50,0.01,Declining,Negative,1,TRUE,0.9,0.42,1
9720,NextLevel Consulting,Finance,IE,Small,Returning,Recurring,8770.37,60,26,0.28,Stable,Positive,0,TRUE,0.62,-0.78,0
9721,QuickPay Fintech,Healthcare,US,Large,Returning,Project-based,8769.83,30,47,0.73,Stable,Negative,0,TRUE,0.72,0.05,1
9722,CityHealth Hospitals,IT Services,IE,Large,New,Recurring,4828.52,30,36,0.95,Stable,Positive,0,FALSE,0.37,-0.2,1
9723,BioEdge Pharma,Construction,DE,Large,New,Recurring,6824.66,15,35,0.85,Improving,Positive,1,FALSE,0.54,-0.51,1
9724,BuildWell Inc,Finance,PK,Small,New,One-time,4947.79,45,32,0.94,Improving,Positive,3,FALSE,0.59,0.11,1
9725,EcoVision Solar,Finance,UK,Medium,Returning,One-time,3156.71,45,58,0.41,Declining,Negative,1,TRUE,0.33,0.24,1
9726,DataCore Technologies,Education,US,Medium,Returning,Project-based,8884.38,30,34,0.59,Improving,Positive,2,TRUE,0.68,-0.7,1
9727,DataMatrix IT,Manufacturing,PK,Large,New,Project-based,4316.62,15,26,0.28,Improving,Negative,0,FALSE,0.38,-0.15,0
9728,FreshMart Foods,Construction,US,Small,New,Recurring,5587.61,45,46,0.53,Improving,Negative,4,FALSE,0.63,-0.98,1
9729,SmartEdu Academy,Construction,US,Large,Returning,Project-based,6721.53,15,43,0.75,Stable,Negative,4,TRUE,0.51,0.47,1
9730,CloudNova,Education,UK,Medium,Returning,Recurring,7138.1,15,23,0.27,Improving,Positive,1,TRUE,0.4,-0.38,0
9731,BlueStone Retail,Construction,DE,Large,New,Project-based,5372.17,30,67,0.41,Declining,Negative,4,TRUE,0.48,0.28,1
9732,TechNova Ltd,IT Services,DE,Small,Returning,Project-based,2728.96,60,41,0.07,Stable,Positive,0,FALSE,0.79,0.68,1
9733,AgriSolutions,Finance,PK,Large,Returning,Project-based,3269.72,60,25,0.79,Improving,Positive,0,FALSE,0.49,-0.28,0
9734,QuickServe Delivery,Finance,FR,Large,New,Project-based,9727.33,60,45,0.71,Stable,Positive,1,FALSE,0.48,0.68,1
9735,MediAid Clinics,Education,DE,Medium,New,One-time,3587.48,60,44,0.77,Stable,Negative,1,TRUE,0.3,-0.17,1
9736,Globo Retail,Finance,FR,Small,New,Recurring,2000.42,60,53,0.14,Improving,Negative,2,FALSE,0.8,-0.49,1
9737,PixelWorks Media,Manufacturing,FR,Large,New,Recurring,5596.38,30,30,0.75,Declining,Positive,1,FALSE,0.39,0.12,0
9738,PrimeTech AI,IT Services,PK,Small,New,One-time,8294.94,15,59,0.75,Improving,Negative,2,TRUE,0.68,-0.65,1
9739,EuroTrade Exporters,Healthcare,DE,Large,Returning,Recurring,7920.32,30,29,0.16,Declining,Positive,1,FALSE,0.89,-0.22,0
9740,QuickPay Fintech,Finance,IE,Large,Returning,Recurring,5016.31,30,53,0.24,Declining,Negative,1,TRUE,0.66,-0.81,1
9741,Cloudify Solutions,Manufacturing,UK,Large,Returning,Project-based,7016.62,45,30,0.85,Stable,Positive,5,FALSE,0.73,-0.91,0
9742,Cloudify Solutions,Education,UK,Medium,Returning,One-time,7408.76,60,32,0.3,Improving,Negative,3,TRUE,0.3,0.62,1
